userId,promoCode,applicableTo,modeOfPayment,timeOfOrder,deliveryLocation,usedRewardPoints
38,,,cash,24/1/2020 13:57,Ap #677-5535 Maecenas Street,0
34,,,credit,24/1/2020 14:52,526-9946 Amet Avenue,0
32,,,cash,24/1/2020 15:07,Ap #897-9737 Diam Av.,0
18,,,cash,24/1/2020 16:05,Ap #704-4602 Mi Rd.,0
1,,,credit,24/1/2020 17:07,"455-2980 Lacus, Road",0
18,,,cash,24/1/2020 18:27,3044 Imperdiet Ave,0
35,,,cash,24/1/2020 18:42,"P.O. Box 437, 9765 Arcu. Avenue",0
38,,,cash,24/1/2020 18:58,7318 Dictum Av.,0
35,,,credit,24/1/2020 19:17,156-1864 Fermentum Avenue,0
4,,,cash,24/1/2020 20:37,Ap #202-4358 Non Street,0
37,,,cash,25/1/2020 10:19,1285 Erat. Ave,0
7,,,credit,25/1/2020 10:34,762-5868 Etiam Av.,0
7,,,cash,25/1/2020 10:38,966-9443 Ullamcorper. Rd.,0
29,,,cash,25/1/2020 10:57,"451-5534 Quis, St.",0
25,,,credit,25/1/2020 13:38,893-6759 Porta Road,0
12,,,credit,25/1/2020 14:45,5207 Ac Street,0
36,,,cash,25/1/2020 15:08,Ap #865-5369 Lorem Rd.,0
21,,,credit,25/1/2020 15:48,705-6858 Quis Ave,0
1,,,credit,25/1/2020 16:03,427-1463 Rutrum Rd.,0
19,,,cash,25/1/2020 16:52,"P.O. Box 353, 4234 Non St.",0
37,,,credit,25/1/2020 18:01,"P.O. Box 376, 1091 Nulla Ave",0
13,,,credit,25/1/2020 19:14,"P.O. Box 212, 1792 Lorem St.",0
23,,,credit,25/1/2020 20:05,6007 Feugiat. Av.,0
33,,,cash,25/1/2020 20:36,6138 Egestas Rd.,0
37,,,credit,25/1/2020 20:43,990-2206 Parturient Rd.,0
36,,,credit,25/1/2020 20:57,"P.O. Box 171, 3188 Nisi Street",0
2,,,cash,26/1/2020 11:55,Ap #778-959 Tellus Road,0
13,,,cash,26/1/2020 11:57,Ap #303-2725 Eu St.,0
15,,,credit,26/1/2020 13:18,Ap #798-5814 Vitae Avenue,0
10,,,credit,26/1/2020 14:10,"P.O. Box 304, 2173 Fermentum St.",0
37,,,credit,26/1/2020 15:22,466-9326 Pretium Rd.,0
20,,,credit,26/1/2020 15:28,992-9630 Faucibus Avenue,0
26,,,cash,26/1/2020 19:15,Ap #173-6953 Vulputate Avenue,0
11,,,credit,26/1/2020 19:53,Ap #997-4649 Elementum St.,0
34,,,credit,26/1/2020 19:58,9981 Ipsum. Avenue,0
31,,,cash,26/1/2020 20:32,"P.O. Box 617, 9467 Elit, Street",0
21,,,credit,26/1/2020 20:54,"7266 Iaculis, Rd.",0
27,,,cash,27/1/2020 10:09,Ap #707-6637 Dictum Rd.,0
29,,,credit,27/1/2020 11:48,486-4776 Donec Road,0
1,,,cash,27/1/2020 12:27,6944 Bibendum Avenue,0
6,,,cash,27/1/2020 13:04,2371 Nascetur Road,0
9,,,credit,27/1/2020 14:40,746 Sem Av.,0
14,,,cash,27/1/2020 18:51,"P.O. Box 829, 9645 Dolor. Ave",0
8,,,cash,27/1/2020 19:30,"P.O. Box 259, 9487 Praesent Av.",0
9,,,credit,27/1/2020 19:50,156-6912 Amet Street,0
12,,,credit,27/1/2020 20:31,"1179 Lectus, St.",0
17,,,cash,27/1/2020 21:10,"P.O. Box 148, 8009 Per Rd.",0
40,,,cash,28/1/2020 10:00,Ap #380-2332 Donec Rd.,0
2,,,cash,28/1/2020 11:22,"P.O. Box 891, 8219 Accumsan Rd.",0
1,,,cash,28/1/2020 11:27,Ap #501-1476 Ligula. Rd.,0
35,,,credit,28/1/2020 11:30,Ap #479-7762 Tellus Street,0
17,,,cash,28/1/2020 13:33,Ap #254-8576 Dolor. Rd.,0
9,,,cash,28/1/2020 13:46,"P.O. Box 574, 6835 Nulla Rd.",0
12,,,cash,28/1/2020 15:07,"P.O. Box 321, 9800 Nulla St.",0
26,,,credit,28/1/2020 16:27,Ap #664-4201 Accumsan St.,0
2,,,cash,28/1/2020 16:55,233-1803 Erat Rd.,0
36,,,cash,28/1/2020 17:34,5729 A Rd.,0
35,,,cash,28/1/2020 18:07,Ap #666-5520 Velit. Road,0
38,,,cash,28/1/2020 18:17,7803 Purus. Av.,0
22,,,cash,28/1/2020 19:11,Ap #221-5202 Vitae Avenue,0
39,,,cash,28/1/2020 19:40,9079 Neque Ave,0
18,,,credit,28/1/2020 20:42,"P.O. Box 715, 9339 Non Rd.",0
10,,,cash,29/1/2020 10:18,"P.O. Box 855, 5646 Vitae Road",0
4,,,credit,29/1/2020 10:20,9994 Congue. St.,0
5,,,cash,29/1/2020 10:34,Ap #345-6320 Tincidunt St.,0
28,,,cash,29/1/2020 12:10,348-106 Senectus Rd.,0
20,,,credit,29/1/2020 14:06,"P.O. Box 112, 4522 Porttitor Av.",0
2,,,credit,29/1/2020 14:12,Ap #546-6868 Molestie Rd.,0
25,,,credit,29/1/2020 14:15,Ap #383-6975 Nibh. Rd.,0
8,,,credit,29/1/2020 14:22,"P.O. Box 657, 7698 Eu, Rd.",0
15,,,credit,29/1/2020 14:32,2803 Dis St.,0
34,,,cash,29/1/2020 15:32,2143 Mi Rd.,0
17,,,credit,29/1/2020 15:42,922-8195 Parturient Avenue,0
40,,,cash,29/1/2020 16:11,456-5817 Justo Rd.,0
37,,,cash,29/1/2020 16:17,Ap #536-6413 Facilisis Avenue,0
21,,,credit,29/1/2020 18:26,Ap #935-5493 Metus Street,0
14,,,credit,29/1/2020 19:39,"483-2133 At, Street",0
5,,,credit,29/1/2020 20:05,Ap #691-5491 Fringilla Road,0
9,,,credit,29/1/2020 20:31,"P.O. Box 496, 5595 Lobortis Ave",0
29,,,cash,29/1/2020 21:20,Ap #965-7948 Commodo Avenue,0
33,,,cash,30/1/2020 10:15,2639 Elit Rd.,0
2,,,cash,30/1/2020 11:04,Ap #724-6214 Donec St.,0
25,,,credit,30/1/2020 11:08,"P.O. Box 478, 6223 Amet Av.",0
25,,,cash,30/1/2020 11:10,"21 Lower Kent Ridge Rd, Singapore 119077",0
2,,,credit,30/1/2020 11:50,Ap #781-3453 Odio Road,0
5,,,credit,30/1/2020 11:52,Ap #724-6214 Donec St.,0
14,,,cash,30/1/2020 12:46,730-435 Mi Ave,0
8,,,credit,30/1/2020 14:36,Ap #543-2871 Suspendisse St.,0
17,,,credit,30/1/2020 15:27,"21 Lower Kent Ridge Rd, Singapore 119077",0
15,,,cash,30/1/2020 15:38,"21 Lower Kent Ridge Rd, Singapore 119077",0
23,,,credit,30/1/2020 16:38,"9673 A, St.",0
39,,,credit,30/1/2020 18:13,"605-4645 At, Street",0
29,,,cash,30/1/2020 18:35,Ap #811-9386 Sed Ave,0
12,,,cash,30/1/2020 19:16,"P.O. Box 255, 5464 Velit St.",0
16,,,cash,30/1/2020 19:54,"Ap #201-8736 At, Rd.",0
25,,,cash,31/1/2020 10:52,3633 Sodales St.,0
29,,,cash,31/1/2020 11:39,465 Id Rd.,0
32,,,cash,31/1/2020 12:10,"21 Lower Kent Ridge Rd, Singapore 119077",0
21,,,credit,31/1/2020 16:04,Ap #811-9386 Sed Ave,0
15,,,credit,31/1/2020 17:17,"21 Lower Kent Ridge Rd, Singapore 119077",0
9,,,cash,31/1/2020 17:24,"21 Lower Kent Ridge Rd, Singapore 119077",0
18,,,cash,31/1/2020 17:50,"P.O. Box 478, 6223 Amet Av.",0
2,,,credit,31/1/2020 18:51,"21 Lower Kent Ridge Rd, Singapore 119077",0
10,,,credit,31/1/2020 20:37,Ap #865-5540 Ligula St.,0
30,,,cash,31/1/2020 20:42,"21 Lower Kent Ridge Rd, Singapore 119077",0
35,,,credit,1/2/2020 10:05,"P.O. Box 525, 5575 Tellus Ave",0
3,,,cash,1/2/2020 10:12,Ap #251-751 Vehicula Road,0
11,,,credit,1/2/2020 12:27,"21 Lower Kent Ridge Rd, Singapore 119077",0
34,,,cash,1/2/2020 14:58,"21 Lower Kent Ridge Rd, Singapore 119077",0
24,,,cash,1/2/2020 15:24,203-1102 Molestie St.,0
32,,,cash,1/2/2020 17:29,"679 Erat, Ave",0
38,,,cash,1/2/2020 17:40,"Ap #840-1080 Ac, St.",0
12,,,credit,1/2/2020 19:19,Ap #673-6032 Sit Rd.,0
29,,,cash,1/2/2020 20:18,783-4226 Porttitor St.,0
1,,,cash,1/2/2020 20:20,"21 Lower Kent Ridge Rd, Singapore 119077",0
11,,,credit,1/2/2020 21:36,"P.O. Box 255, 5464 Velit St.",0
1,,,credit,2/2/2020 10:16,"21 Lower Kent Ridge Rd, Singapore 119077",0
32,,,cash,2/2/2020 10:31,2424 Eu Road,0
2,,,credit,2/2/2020 11:00,Ap #680-1342 At Street,0
12,,,cash,2/2/2020 11:24,8225 Risus. Road,0
13,,,credit,2/2/2020 11:31,"21 Lower Kent Ridge Rd, Singapore 119077",0
1,,,cash,2/2/2020 13:32,"21 Lower Kent Ridge Rd, Singapore 119077",0
13,,,credit,2/2/2020 13:51,"21 Lower Kent Ridge Rd, Singapore 119077",0
15,,,credit,2/2/2020 15:46,"21 Lower Kent Ridge Rd, Singapore 119077",0
15,,,credit,2/2/2020 17:59,8225 Risus. Road,0
6,,,cash,2/2/2020 18:13,"21 Lower Kent Ridge Rd, Singapore 119077",0
23,,,credit,2/2/2020 19:27,930-8599 Nulla Rd.,0
20,,,credit,2/2/2020 19:29,Ap #680-1342 At Street,0
2,,,cash,2/2/2020 20:35,"21 Lower Kent Ridge Rd, Singapore 119077",0
5,,,cash,2/2/2020 20:42,Ap #312-8413 Proin St.,0
18,,,cash,2/2/2020 20:59,9326 Erat Avenue,0
6,,,credit,2/2/2020 21:36,Ap #251-751 Vehicula Road,0
25,,,credit,2/2/2020 21:43,"9673 A, St.",0
36,,,cash,3/2/2020 12:08,516-5864 Ullamcorper. Street,0
24,,,cash,3/2/2020 13:00,"21 Lower Kent Ridge Rd, Singapore 119077",0
24,,,cash,3/2/2020 13:55,"21 Lower Kent Ridge Rd, Singapore 119077",0
22,,,cash,3/2/2020 14:18,"Ap #449-4984 Eu, St.",0
2,,,cash,3/2/2020 14:30,Ap #251-751 Vehicula Road,0
6,,,credit,3/2/2020 15:29,"P.O. Box 442, 4876 Est St.",0
14,,,credit,3/2/2020 15:43,740-1045 A Av.,0
5,,,cash,3/2/2020 15:47,"P.O. Box 982, 3671 In St.",0
18,,,cash,3/2/2020 15:47,"21 Lower Kent Ridge Rd, Singapore 119077",0
20,,,cash,3/2/2020 15:58,"21 Lower Kent Ridge Rd, Singapore 119077",0
11,,,cash,3/2/2020 18:50,"21 Lower Kent Ridge Rd, Singapore 119077",0
15,,,cash,4/2/2020 10:43,"21 Lower Kent Ridge Rd, Singapore 119077",0
40,,,cash,4/2/2020 10:51,6060 Suspendisse Rd.,0
12,,,credit,4/2/2020 11:58,"21 Lower Kent Ridge Rd, Singapore 119077",0
25,,,cash,4/2/2020 12:50,Ap #995-9429 Tellus St.,0
25,,,cash,4/2/2020 13:47,"21 Lower Kent Ridge Rd, Singapore 119077",0
32,,,credit,4/2/2020 13:59,"545-7472 Lorem, Rd.",0
16,,,credit,4/2/2020 14:00,"21 Lower Kent Ridge Rd, Singapore 119077",0
1,,,cash,4/2/2020 14:13,"P.O. Box 708, 9314 Phasellus Avenue",0
40,,,cash,4/2/2020 15:06,6664 Felis Street,0
31,,,cash,4/2/2020 15:11,2424 Eu Road,0
9,,,cash,4/2/2020 15:35,1875 Tincidunt Street,0
28,,,credit,4/2/2020 16:24,"21 Lower Kent Ridge Rd, Singapore 119077",0
9,,,cash,4/2/2020 16:31,Ap #595-9948 Pede Av.,0
12,,,credit,4/2/2020 17:43,"21 Lower Kent Ridge Rd, Singapore 119077",0
10,,,cash,4/2/2020 18:29,"21 Lower Kent Ridge Rd, Singapore 119077",0
17,,,credit,4/2/2020 19:23,7202 Integer St.,0
34,,,cash,4/2/2020 21:27,"21 Lower Kent Ridge Rd, Singapore 119077",0
4,,,cash,4/2/2020 21:31,"P.O. Box 833, 5372 Amet, Rd.",0
35,,,credit,5/2/2020 10:14,"21 Lower Kent Ridge Rd, Singapore 119077",15
25,,,credit,5/2/2020 10:24,703-7392 Consectetuer St.,0
23,,,cash,5/2/2020 10:32,"21 Lower Kent Ridge Rd, Singapore 119077",5
38,,,cash,5/2/2020 10:50,"P.O. Box 982, 3671 In St.",0
9,,,cash,5/2/2020 11:43,"21 Lower Kent Ridge Rd, Singapore 119077",5
11,,,cash,5/2/2020 11:59,"P.O. Box 202, 4698 Blandit. Street",0
26,,,cash,5/2/2020 12:38,"21 Lower Kent Ridge Rd, Singapore 119077",0
39,,,credit,5/2/2020 13:06,516-5864 Ullamcorper. Street,10
10,,,cash,5/2/2020 14:19,"21 Lower Kent Ridge Rd, Singapore 119077",0
32,,,credit,5/2/2020 15:21,"21 Lower Kent Ridge Rd, Singapore 119077",5
13,,,credit,5/2/2020 16:36,968-5015 Nibh Street,0
2,,,credit,5/2/2020 16:43,"21 Lower Kent Ridge Rd, Singapore 119077",0
1,,,cash,5/2/2020 17:05,"21 Lower Kent Ridge Rd, Singapore 119077",0
35,,,credit,5/2/2020 18:02,"P.O. Box 833, 5372 Amet, Rd.",0
26,,,credit,5/2/2020 18:49,349-9739 Nisl. Ave,0
14,,,cash,5/2/2020 20:35,"Ap #394-3000 Dui, Road",0
13,,,credit,5/2/2020 21:02,"2543 A, Road",0
7,,,cash,5/2/2020 21:25,"P.O. Box 885, 2468 Egestas St.",0
5,,,cash,6/2/2020 10:38,"21 Lower Kent Ridge Rd, Singapore 119077",0
23,,,credit,6/2/2020 11:20,339-7751 Lacinia St.,10
5,,,cash,6/2/2020 11:24,"21 Lower Kent Ridge Rd, Singapore 119077",5
26,,,cash,6/2/2020 12:30,"21 Lower Kent Ridge Rd, Singapore 119077",0
38,,,cash,6/2/2020 13:23,"21 Lower Kent Ridge Rd, Singapore 119077",0
18,,,credit,6/2/2020 13:37,3568 Mauris St.,0
26,,,cash,6/2/2020 14:56,"21 Lower Kent Ridge Rd, Singapore 119077",5
33,,,cash,6/2/2020 15:24,9326 Erat Avenue,15
28,,,credit,6/2/2020 16:50,"21 Lower Kent Ridge Rd, Singapore 119077",5
7,,,cash,6/2/2020 17:42,"Ap #840-1080 Ac, St.",10
2,,,cash,6/2/2020 18:02,Ap #865-5540 Ligula St.,10
31,,,cash,6/2/2020 18:19,"21 Lower Kent Ridge Rd, Singapore 119077",15
38,,,cash,6/2/2020 18:48,"21 Lower Kent Ridge Rd, Singapore 119077",10
1,,,credit,6/2/2020 19:23,106-1568 Est Ave,15
6,,,cash,6/2/2020 20:56,942-9696 Rhoncus. St.,10
32,,,cash,6/2/2020 21:35,"21 Lower Kent Ridge Rd, Singapore 119077",10
1,,,credit,6/2/2020 21:43,"679 Erat, Ave",10
36,,,credit,6/2/2020 21:50,"9673 A, St.",0
15,,,credit,7/2/2020 11:14,506-3718 Pharetra Road,0
20,,,credit,7/2/2020 11:20,339-7751 Lacinia St.,15
17,,,credit,7/2/2020 11:33,7886 Etiam Av.,0
9,,,cash,7/2/2020 11:39,"21 Lower Kent Ridge Rd, Singapore 119077",10
15,,,credit,7/2/2020 12:47,"21 Lower Kent Ridge Rd, Singapore 119077",5
1,,,cash,7/2/2020 12:58,"21 Lower Kent Ridge Rd, Singapore 119077",0
25,,,credit,7/2/2020 13:07,"P.O. Box 478, 6223 Amet Av.",15
23,,,credit,7/2/2020 13:51,"Ap #840-1080 Ac, St.",5
3,,,cash,7/2/2020 14:14,"21 Lower Kent Ridge Rd, Singapore 119077",15
10,,,cash,7/2/2020 14:45,Ap #366-8424 Tempor Road,5
15,,,cash,7/2/2020 15:38,"21 Lower Kent Ridge Rd, Singapore 119077",5
19,,,credit,7/2/2020 16:42,"21 Lower Kent Ridge Rd, Singapore 119077",0
12,,,cash,7/2/2020 17:22,"P.O. Box 833, 5372 Amet, Rd.",15
39,,,cash,7/2/2020 18:15,"21 Lower Kent Ridge Rd, Singapore 119077",5
4,,,credit,7/2/2020 18:44,"304-4116 Sem, Avenue",10
40,,,credit,7/2/2020 21:02,"P.O. Box 712, 4578 Vivamus Av.",10
17,,,credit,7/2/2020 21:06,106-1568 Est Ave,15
27,,,cash,7/2/2020 21:37,783-4226 Porttitor St.,0
15,,,credit,7/2/2020 21:56,"21 Lower Kent Ridge Rd, Singapore 119077",15
29,,,cash,8/2/2020 12:18,1922 Aliquam Street,10
13,,,cash,8/2/2020 12:47,740-1045 A Av.,0
12,,,credit,8/2/2020 13:32,Ap #346-4100 Odio. Av.,10
25,,,credit,8/2/2020 13:44,"P.O. Box 318, 9700 Ac Av.",5
37,,,cash,8/2/2020 14:30,"21 Lower Kent Ridge Rd, Singapore 119077",0
3,,,credit,8/2/2020 15:02,"21 Lower Kent Ridge Rd, Singapore 119077",5
24,,,cash,8/2/2020 15:40,465 Id Rd.,0
35,,,cash,8/2/2020 16:19,3568 Mauris St.,10
40,,,credit,8/2/2020 16:36,930-8599 Nulla Rd.,0
3,,,cash,8/2/2020 17:08,"21 Lower Kent Ridge Rd, Singapore 119077",5
32,,,credit,8/2/2020 17:50,"21 Lower Kent Ridge Rd, Singapore 119077",5
12,,,cash,8/2/2020 20:35,"P.O. Box 712, 4578 Vivamus Av.",10
16,,,credit,9/2/2020 10:06,4892 Proin St.,10
25,,,cash,9/2/2020 10:32,"21 Lower Kent Ridge Rd, Singapore 119077",5
38,,,cash,9/2/2020 10:41,"21 Lower Kent Ridge Rd, Singapore 119077",5
4,,,cash,9/2/2020 11:35,Ap #346-4100 Odio. Av.,15
18,,,cash,9/2/2020 12:40,"864-7712 Sapien, Rd.",5
13,,,credit,9/2/2020 13:30,"21 Lower Kent Ridge Rd, Singapore 119077",5
39,,,credit,9/2/2020 14:26,"21 Lower Kent Ridge Rd, Singapore 119077",5
22,,,credit,9/2/2020 15:32,Ap #865-5540 Ligula St.,5
4,,,credit,9/2/2020 16:23,Ap #312-8413 Proin St.,0
15,,,cash,9/2/2020 16:38,"21 Lower Kent Ridge Rd, Singapore 119077",15
33,,,cash,9/2/2020 16:55,"21 Lower Kent Ridge Rd, Singapore 119077",15
3,,,cash,9/2/2020 19:51,4892 Proin St.,5
5,,,cash,9/2/2020 21:02,"21 Lower Kent Ridge Rd, Singapore 119077",15
11,,,cash,10/2/2020 10:44,"21 Lower Kent Ridge Rd, Singapore 119077",10
9,,,cash,10/2/2020 10:50,"21 Lower Kent Ridge Rd, Singapore 119077",15
4,,,credit,10/2/2020 12:09,"21 Lower Kent Ridge Rd, Singapore 119077",5
34,,,credit,10/2/2020 12:51,823-6492 Dolor Avenue,5
32,,,cash,10/2/2020 12:57,"21 Lower Kent Ridge Rd, Singapore 119077",5
4,,,credit,10/2/2020 14:06,"21 Lower Kent Ridge Rd, Singapore 119077",0
11,,,cash,10/2/2020 15:47,"21 Lower Kent Ridge Rd, Singapore 119077",15
35,,,credit,10/2/2020 16:22,506-3718 Pharetra Road,15
26,,,cash,10/2/2020 16:24,"Ap #989-9346 At, Avenue",0
1,,,credit,10/2/2020 17:35,"21 Lower Kent Ridge Rd, Singapore 119077",5
35,,,credit,10/2/2020 17:49,"21 Lower Kent Ridge Rd, Singapore 119077",10
8,,,credit,10/2/2020 18:23,"21 Lower Kent Ridge Rd, Singapore 119077",0
10,,,cash,10/2/2020 18:50,Ap #995-9429 Tellus St.,10
28,,,credit,10/2/2020 20:40,"21 Lower Kent Ridge Rd, Singapore 119077",5
38,,,cash,10/2/2020 21:46,"21 Lower Kent Ridge Rd, Singapore 119077",0
23,,,cash,11/2/2020 11:22,"21 Lower Kent Ridge Rd, Singapore 119077",5
11,,,credit,11/2/2020 11:58,Ap #292-3748 Molestie Av.,5
6,,,credit,11/2/2020 13:55,"P.O. Box 343, 5146 Netus St.",15
13,,,cash,11/2/2020 13:55,"304-4116 Sem, Avenue",0
7,,,cash,11/2/2020 14:33,2424 Eu Road,10
8,,,credit,11/2/2020 15:21,"9673 A, St.",5
39,,,credit,11/2/2020 15:24,"21 Lower Kent Ridge Rd, Singapore 119077",15
23,,,credit,11/2/2020 15:33,8626 Lorem Rd.,0
19,,,credit,11/2/2020 17:04,"21 Lower Kent Ridge Rd, Singapore 119077",15
11,,,cash,11/2/2020 17:09,"21 Lower Kent Ridge Rd, Singapore 119077",15
11,,,cash,11/2/2020 17:17,"21 Lower Kent Ridge Rd, Singapore 119077",10
27,,,credit,11/2/2020 17:33,217-6764 Sit Rd.,15
18,,,credit,11/2/2020 19:12,643-6115 Tempus Road,10
23,,,cash,11/2/2020 19:27,"21 Lower Kent Ridge Rd, Singapore 119077",5
6,,,credit,11/2/2020 20:52,"21 Lower Kent Ridge Rd, Singapore 119077",15
13,,,credit,11/2/2020 20:52,"21 Lower Kent Ridge Rd, Singapore 119077",10
15,,,credit,11/2/2020 21:01,"21 Lower Kent Ridge Rd, Singapore 119077",15
20,,,credit,11/2/2020 21:07,"864-7712 Sapien, Rd.",5
35,,,credit,12/2/2020 11:46,"21 Lower Kent Ridge Rd, Singapore 119077",0
27,,,cash,12/2/2020 12:43,"21 Lower Kent Ridge Rd, Singapore 119077",10
19,,,cash,12/2/2020 13:50,Ap #292-3748 Molestie Av.,0
6,,,cash,12/2/2020 15:05,942-9696 Rhoncus. St.,5
16,,,cash,12/2/2020 15:20,"21 Lower Kent Ridge Rd, Singapore 119077",0
25,,,credit,12/2/2020 15:30,"P.O. Box 393, 8831 Urna Ave",10
10,,,credit,12/2/2020 15:34,"21 Lower Kent Ridge Rd, Singapore 119077",15
37,,,credit,12/2/2020 16:10,"21 Lower Kent Ridge Rd, Singapore 119077",5
28,,,cash,12/2/2020 16:11,"21 Lower Kent Ridge Rd, Singapore 119077",10
18,,,cash,12/2/2020 17:10,"21 Lower Kent Ridge Rd, Singapore 119077",10
31,,,credit,12/2/2020 17:51,402-7613 Non Street,10
20,,,cash,12/2/2020 18:27,8225 Risus. Road,10
4,,,cash,12/2/2020 18:58,"21 Lower Kent Ridge Rd, Singapore 119077",15
32,,,cash,12/2/2020 19:05,"P.O. Box 343, 5146 Netus St.",5
6,,,credit,12/2/2020 19:31,"21 Lower Kent Ridge Rd, Singapore 119077",10
33,,,credit,12/2/2020 19:32,"21 Lower Kent Ridge Rd, Singapore 119077",15
24,,,cash,12/2/2020 20:57,413-6677 In Road,0
31,,,credit,12/2/2020 21:52,"21 Lower Kent Ridge Rd, Singapore 119077",5
4,,,cash,13/2/2020 10:02,6060 Suspendisse Rd.,10
26,,,cash,13/2/2020 11:17,"21 Lower Kent Ridge Rd, Singapore 119077",0
14,,,cash,13/2/2020 11:36,"21 Lower Kent Ridge Rd, Singapore 119077",5
30,,,cash,13/2/2020 11:40,8252 Mauris Ave,5
6,,,credit,13/2/2020 12:27,"21 Lower Kent Ridge Rd, Singapore 119077",5
14,,,credit,13/2/2020 12:46,217-6764 Sit Rd.,15
28,,,cash,13/2/2020 13:43,"P.O. Box 318, 9700 Ac Av.",5
29,,,cash,13/2/2020 14:48,"Ap #394-3000 Dui, Road",0
25,,,cash,13/2/2020 15:16,861-5731 Gravida Av.,10
3,,,cash,13/2/2020 16:17,Ap #865-5540 Ligula St.,5
21,,,cash,13/2/2020 17:45,"21 Lower Kent Ridge Rd, Singapore 119077",5
38,,,credit,13/2/2020 20:14,"21 Lower Kent Ridge Rd, Singapore 119077",15
35,,,cash,13/2/2020 20:21,9093 Eu Street,15
9,,,credit,13/2/2020 21:27,"5961 A, Street",5
36,,,cash,14/2/2020 10:23,Ap #811-9386 Sed Ave,10
30,,,credit,14/2/2020 10:44,1922 Aliquam Street,15
16,,,cash,14/2/2020 11:11,"21 Lower Kent Ridge Rd, Singapore 119077",15
16,,,cash,14/2/2020 15:21,Ap #274-4967 Nascetur Av.,0
37,,,credit,14/2/2020 17:41,"P.O. Box 286, 5259 Sollicitudin Av.",0
8,,,credit,14/2/2020 17:45,"21 Lower Kent Ridge Rd, Singapore 119077",0
11,,,credit,14/2/2020 17:50,Ap #680-1342 At Street,0
2,,,credit,14/2/2020 19:24,"21 Lower Kent Ridge Rd, Singapore 119077",15
5,,,credit,14/2/2020 19:30,465 Id Rd.,0
14,,,cash,14/2/2020 19:59,"21 Lower Kent Ridge Rd, Singapore 119077",15
13,,,cash,14/2/2020 21:07,"21 Lower Kent Ridge Rd, Singapore 119077",10
20,,,cash,15/2/2020 11:13,"21 Lower Kent Ridge Rd, Singapore 119077",5
23,,,credit,15/2/2020 11:20,"21 Lower Kent Ridge Rd, Singapore 119077",10
28,,,cash,15/2/2020 11:22,"21 Lower Kent Ridge Rd, Singapore 119077",5
12,,,credit,15/2/2020 11:36,"5961 A, Street",10
21,,,cash,15/2/2020 12:34,"21 Lower Kent Ridge Rd, Singapore 119077",0
19,,,cash,15/2/2020 13:06,"P.O. Box 317, 2336 Erat Rd.",5
28,,,credit,15/2/2020 13:18,"P.O. Box 250, 1540 Ornare, Av.",10
7,,,credit,15/2/2020 14:06,"21 Lower Kent Ridge Rd, Singapore 119077",10
11,,,credit,15/2/2020 15:16,Ap #206-6584 Aenean St.,15
7,,,cash,15/2/2020 16:02,Ap #427-684 Lectus. Street,15
39,,,credit,15/2/2020 17:09,823-6492 Dolor Avenue,5
34,,,cash,15/2/2020 17:18,"P.O. Box 468, 9141 Convallis St.",5
24,,,cash,15/2/2020 18:16,"21 Lower Kent Ridge Rd, Singapore 119077",0
19,,,cash,15/2/2020 20:02,"P.O. Box 118, 8144 Odio. Rd.",0
22,,,cash,15/2/2020 20:32,"21 Lower Kent Ridge Rd, Singapore 119077",5
15,,,cash,15/2/2020 21:23,1033 A Road,5
35,,,credit,15/2/2020 21:40,"P.O. Box 712, 2846 Nascetur Ave",0
32,,,credit,16/2/2020 11:01,Ap #830-7141 Rhoncus. Rd.,5
26,,,cash,16/2/2020 11:21,Ap #865-5369 Lorem Rd.,0
26,,,cash,16/2/2020 12:32,3044 Imperdiet Ave,5
10,,,cash,16/2/2020 12:32,"P.O. Box 865, 4869 Tellus Rd.",5
28,,,cash,16/2/2020 13:20,"P.O. Box 720, 7556 Etiam Avenue",5
5,,,cash,16/2/2020 13:58,156-1864 Fermentum Avenue,15
32,,,credit,16/2/2020 14:18,7318 Dictum Av.,0
28,,,credit,16/2/2020 14:54,Ap #677-5535 Maecenas Street,5
9,,,credit,16/2/2020 14:59,2243 Vel Av.,15
19,,,credit,16/2/2020 15:55,526-9946 Amet Avenue,5
2,,,credit,16/2/2020 16:33,Ap #897-9737 Diam Av.,5
11,,,cash,16/2/2020 17:25,"P.O. Box 437, 9765 Arcu. Avenue",15
29,,,cash,16/2/2020 17:38,744-9259 Quam. Av.,5
3,,,credit,16/2/2020 18:20,748-8838 Proin Av.,10
11,,,cash,16/2/2020 18:32,Ap #704-4602 Mi Rd.,10
8,,,cash,16/2/2020 20:25,Ap #265-1270 Suspendisse St.,15
5,,,credit,16/2/2020 20:28,"455-2980 Lacus, Road",5
15,,,cash,16/2/2020 21:16,Ap #202-4358 Non Street,15
11,,,cash,17/2/2020 10:07,"451-5534 Quis, St.",15
6,,,cash,17/2/2020 11:30,893-6759 Porta Road,15
23,,,credit,17/2/2020 11:50,1285 Erat. Ave,5
18,,,cash,17/2/2020 12:10,"P.O. Box 212, 1792 Lorem St.",10
39,,,credit,17/2/2020 12:16,427-1463 Rutrum Rd.,15
10,,,cash,17/2/2020 13:40,"P.O. Box 353, 4234 Non St.",10
15,,,credit,17/2/2020 14:31,762-5868 Etiam Av.,15
4,,,cash,17/2/2020 14:36,990-2206 Parturient Rd.,0
11,,,credit,17/2/2020 15:31,6007 Feugiat. Av.,5
7,,,credit,17/2/2020 17:53,6138 Egestas Rd.,10
27,,,credit,17/2/2020 18:16,705-6858 Quis Ave,15
