userId,promoCode,applicableTo,modeOfPayment,timeOfOrder,deliveryLocation,usedRewardPoints
5,,,cash,20/4/2019 10:51,"P.O. Box 478, 6223 Amet Av.",15
38,,,cash,20/4/2019 14:43,"21 Lower Kent Ridge Rd, Singapore 119077",0
24,,,cash,20/4/2019 18:04,506-3718 Pharetra Road,10
40,,,cash,20/4/2019 19:13,"P.O. Box 712, 4578 Vivamus Av.",10
10,,,cash,20/4/2019 19:42,339-7751 Lacinia St.,0
18,,,cash,20/4/2019 20:16,783-4226 Porttitor St.,5
32,,,cash,20/4/2019 21:21,"21 Lower Kent Ridge Rd, Singapore 119077",0
30,,,cash,21/4/2019 11:12,1922 Aliquam Street,0
39,,,cash,21/4/2019 11:29,"21 Lower Kent Ridge Rd, Singapore 119077",0
8,,,cash,21/4/2019 12:01,930-8599 Nulla Rd.,0
7,,,cash,21/4/2019 12:12,"P.O. Box 712, 4578 Vivamus Av.",0
14,,,cash,21/4/2019 13:43,"21 Lower Kent Ridge Rd, Singapore 119077",15
13,,,cash,21/4/2019 14:05,"21 Lower Kent Ridge Rd, Singapore 119077",10
25,,,cash,21/4/2019 14:26,Ap #865-5540 Ligula St.,10
33,,,cash,21/4/2019 14:36,"21 Lower Kent Ridge Rd, Singapore 119077",15
23,,,cash,21/4/2019 15:47,"21 Lower Kent Ridge Rd, Singapore 119077",15
28,,,cash,21/4/2019 15:48,"21 Lower Kent Ridge Rd, Singapore 119077",15
18,,,cash,21/4/2019 15:52,106-1568 Est Ave,15
27,,,cash,21/4/2019 15:59,Ap #346-4100 Odio. Av.,0
10,,,cash,21/4/2019 16:30,740-1045 A Av.,0
9,,,cash,21/4/2019 16:56,3568 Mauris St.,0
21,,,cash,21/4/2019 17:23,"21 Lower Kent Ridge Rd, Singapore 119077",15
20,,,cash,21/4/2019 17:27,465 Id Rd.,15
24,,,cash,21/4/2019 18:10,"P.O. Box 318, 9700 Ac Av.",0
16,,,cash,21/4/2019 19:04,"21 Lower Kent Ridge Rd, Singapore 119077",10
34,,,cash,21/4/2019 19:51,4892 Proin St.,5
22,,,cash,21/4/2019 20:11,Ap #312-8413 Proin St.,10
9,,,cash,22/4/2019 10:15,"21 Lower Kent Ridge Rd, Singapore 119077",10
10,,,cash,22/4/2019 10:18,"21 Lower Kent Ridge Rd, Singapore 119077",10
28,,,cash,22/4/2019 10:31,"21 Lower Kent Ridge Rd, Singapore 119077",15
17,,,cash,22/4/2019 10:42,Ap #346-4100 Odio. Av.,0
35,,,cash,22/4/2019 11:16,"21 Lower Kent Ridge Rd, Singapore 119077",15
20,,,cash,22/4/2019 11:26,643-6115 Tempus Road,0
35,,,cash,22/4/2019 12:49,"21 Lower Kent Ridge Rd, Singapore 119077",15
22,,,cash,22/4/2019 13:00,"21 Lower Kent Ridge Rd, Singapore 119077",15
17,,,cash,22/4/2019 13:19,"21 Lower Kent Ridge Rd, Singapore 119077",0
36,,,cash,22/4/2019 13:50,"21 Lower Kent Ridge Rd, Singapore 119077",0
39,,,cash,22/4/2019 14:10,"21 Lower Kent Ridge Rd, Singapore 119077",0
30,,,cash,22/4/2019 14:50,"21 Lower Kent Ridge Rd, Singapore 119077",10
9,,,cash,22/4/2019 14:58,823-6492 Dolor Avenue,0
3,,,cash,22/4/2019 15:52,"864-7712 Sapien, Rd.",5
26,,,cash,22/4/2019 16:26,506-3718 Pharetra Road,5
11,,,cash,22/4/2019 16:36,"Ap #989-9346 At, Avenue",0
29,,,cash,22/4/2019 16:40,"21 Lower Kent Ridge Rd, Singapore 119077",15
1,,,cash,22/4/2019 16:57,"21 Lower Kent Ridge Rd, Singapore 119077",15
34,,,cash,22/4/2019 16:57,Ap #995-9429 Tellus St.,10
8,,,cash,22/4/2019 17:59,"21 Lower Kent Ridge Rd, Singapore 119077",0
35,,,cash,22/4/2019 18:23,"21 Lower Kent Ridge Rd, Singapore 119077",10
19,,,cash,22/4/2019 18:30,"21 Lower Kent Ridge Rd, Singapore 119077",0
6,,,cash,22/4/2019 19:32,"P.O. Box 343, 5146 Netus St.",0
34,,,cash,22/4/2019 20:12,"21 Lower Kent Ridge Rd, Singapore 119077",10
23,,,cash,22/4/2019 20:59,4892 Proin St.,0
39,,,cash,22/4/2019 21:42,Ap #292-3748 Molestie Av.,15
29,,,cash,23/4/2019 10:15,"21 Lower Kent Ridge Rd, Singapore 119077",0
26,,,cash,23/4/2019 10:33,"9673 A, St.",0
34,,,cash,23/4/2019 11:07,413-6677 In Road,15
27,,,cash,23/4/2019 11:39,8225 Risus. Road,0
25,,,cash,23/4/2019 12:22,942-9696 Rhoncus. St.,0
36,,,cash,23/4/2019 12:23,2424 Eu Road,0
20,,,cash,23/4/2019 13:02,"21 Lower Kent Ridge Rd, Singapore 119077",15
38,,,cash,23/4/2019 14:07,"864-7712 Sapien, Rd.",15
40,,,cash,23/4/2019 14:15,"21 Lower Kent Ridge Rd, Singapore 119077",0
11,,,cash,23/4/2019 14:30,"21 Lower Kent Ridge Rd, Singapore 119077",10
2,,,cash,23/4/2019 15:16,"21 Lower Kent Ridge Rd, Singapore 119077",10
20,,,cash,23/4/2019 15:33,"21 Lower Kent Ridge Rd, Singapore 119077",15
27,,,cash,23/4/2019 15:56,217-6764 Sit Rd.,0
37,,,cash,23/4/2019 16:59,"21 Lower Kent Ridge Rd, Singapore 119077",0
40,,,cash,23/4/2019 17:10,"304-4116 Sem, Avenue",15
16,,,cash,23/4/2019 17:14,"21 Lower Kent Ridge Rd, Singapore 119077",15
6,,,cash,23/4/2019 19:03,"21 Lower Kent Ridge Rd, Singapore 119077",0
31,,,cash,23/4/2019 19:08,"P.O. Box 343, 5146 Netus St.",15
29,,,cash,23/4/2019 19:43,"21 Lower Kent Ridge Rd, Singapore 119077",15
31,,,cash,23/4/2019 20:39,"P.O. Box 393, 8831 Urna Ave",10
22,,,cash,23/4/2019 21:30,8626 Lorem Rd.,0
21,,,cash,24/4/2019 10:35,"21 Lower Kent Ridge Rd, Singapore 119077",15
2,,,cash,24/4/2019 10:42,"21 Lower Kent Ridge Rd, Singapore 119077",0
23,,,cash,24/4/2019 11:45,402-7613 Non Street,0
1,,,cash,24/4/2019 14:57,"21 Lower Kent Ridge Rd, Singapore 119077",5
3,,,credit,24/4/2019 19:15,"21 Lower Kent Ridge Rd, Singapore 119077",10
38,,,cash,24/4/2019 21:56,"21 Lower Kent Ridge Rd, Singapore 119077",0
6,,,cash,25/4/2019 10:07,"Ap #394-3000 Dui, Road",15
24,,,credit,25/4/2019 10:09,"21 Lower Kent Ridge Rd, Singapore 119077",5
35,,,cash,25/4/2019 10:28,"21 Lower Kent Ridge Rd, Singapore 119077",15
28,,,cash,25/4/2019 10:52,9093 Eu Street,10
36,,,cash,25/4/2019 11:05,8252 Mauris Ave,0
28,,,credit,25/4/2019 13:01,Ap #292-3748 Molestie Av.,0
6,,,cash,25/4/2019 13:19,"21 Lower Kent Ridge Rd, Singapore 119077",10
9,,,cash,25/4/2019 13:36,217-6764 Sit Rd.,0
34,,,cash,25/4/2019 13:37,"21 Lower Kent Ridge Rd, Singapore 119077",10
20,,,cash,25/4/2019 13:48,"P.O. Box 318, 9700 Ac Av.",5
16,,,cash,25/4/2019 14:30,6060 Suspendisse Rd.,0
35,,,credit,25/4/2019 14:30,"21 Lower Kent Ridge Rd, Singapore 119077",5
12,,,cash,25/4/2019 16:44,861-5731 Gravida Av.,0
24,,,cash,25/4/2019 18:42,"21 Lower Kent Ridge Rd, Singapore 119077",0
2,,,credit,25/4/2019 19:03,"5961 A, Street",10
2,,,cash,25/4/2019 19:09,"21 Lower Kent Ridge Rd, Singapore 119077",5
6,,,cash,25/4/2019 19:15,"21 Lower Kent Ridge Rd, Singapore 119077",10
30,,,cash,25/4/2019 19:32,Ap #865-5540 Ligula St.,0
18,,,credit,26/4/2019 12:35,"21 Lower Kent Ridge Rd, Singapore 119077",5
40,,,credit,26/4/2019 14:16,"21 Lower Kent Ridge Rd, Singapore 119077",0
32,,,credit,26/4/2019 16:07,Ap #811-9386 Sed Ave,5
5,,,cash,26/4/2019 17:48,1922 Aliquam Street,5
10,,,credit,26/4/2019 18:31,"21 Lower Kent Ridge Rd, Singapore 119077",10
24,,,credit,26/4/2019 18:53,"21 Lower Kent Ridge Rd, Singapore 119077",15
8,,,cash,26/4/2019 19:17,Ap #680-1342 At Street,15
1,,,cash,26/4/2019 20:10,465 Id Rd.,15
16,,,cash,26/4/2019 20:22,"21 Lower Kent Ridge Rd, Singapore 119077",10
38,,,credit,26/4/2019 21:19,Ap #274-4967 Nascetur Av.,10
20,,,cash,26/4/2019 21:37,"21 Lower Kent Ridge Rd, Singapore 119077",0
18,,,credit,26/4/2019 21:58,"P.O. Box 286, 5259 Sollicitudin Av.",5
13,,,credit,27/4/2019 10:12,"21 Lower Kent Ridge Rd, Singapore 119077",15
33,,,credit,27/4/2019 12:02,"21 Lower Kent Ridge Rd, Singapore 119077",15
22,,,credit,27/4/2019 12:49,"5961 A, Street",0
7,,,cash,27/4/2019 12:50,"21 Lower Kent Ridge Rd, Singapore 119077",10
23,,,cash,27/4/2019 13:12,"21 Lower Kent Ridge Rd, Singapore 119077",15
21,,,credit,27/4/2019 13:21,"21 Lower Kent Ridge Rd, Singapore 119077",15
20,,,credit,27/4/2019 14:53,"21 Lower Kent Ridge Rd, Singapore 119077",15
24,,,cash,27/4/2019 15:45,"21 Lower Kent Ridge Rd, Singapore 119077",15
28,,,cash,27/4/2019 15:54,"21 Lower Kent Ridge Rd, Singapore 119077",15
14,,,credit,27/4/2019 16:10,"21 Lower Kent Ridge Rd, Singapore 119077",5
10,,,credit,27/4/2019 16:43,"P.O. Box 712, 2846 Nascetur Ave",15
9,,,cash,27/4/2019 16:49,"21 Lower Kent Ridge Rd, Singapore 119077",15
39,,,cash,27/4/2019 18:20,823-6492 Dolor Avenue,10
25,,,cash,27/4/2019 19:49,"21 Lower Kent Ridge Rd, Singapore 119077",10
34,,,cash,27/4/2019 19:52,"5961 A, Street",10
30,,,credit,27/4/2019 20:28,"21 Lower Kent Ridge Rd, Singapore 119077",15
27,,,credit,27/4/2019 21:30,"5961 A, Street",5
39,,,cash,28/4/2019 10:40,"21 Lower Kent Ridge Rd, Singapore 119077",10
23,,,cash,28/4/2019 11:26,823-6492 Dolor Avenue,10
3,,,credit,28/4/2019 14:29,"21 Lower Kent Ridge Rd, Singapore 119077",0
6,,,cash,29/4/2019 10:05,"21 Lower Kent Ridge Rd, Singapore 119077",15
35,,,cash,29/4/2019 10:19,"P.O. Box 712, 2846 Nascetur Ave",15
17,,,cash,29/4/2019 10:29,"21 Lower Kent Ridge Rd, Singapore 119077",0
39,,,credit,29/4/2019 12:20,"P.O. Box 712, 2846 Nascetur Ave",0
34,,,cash,29/4/2019 12:21,"21 Lower Kent Ridge Rd, Singapore 119077",15
35,,,cash,29/4/2019 12:50,"21 Lower Kent Ridge Rd, Singapore 119077",15
19,,,credit,29/4/2019 13:05,823-6492 Dolor Avenue,5
35,,,credit,29/4/2019 13:12,823-6492 Dolor Avenue,5
9,,,credit,29/4/2019 13:14,"21 Lower Kent Ridge Rd, Singapore 119077",5
9,,,cash,29/4/2019 14:11,"21 Lower Kent Ridge Rd, Singapore 119077",10
30,,,cash,29/4/2019 14:48,"21 Lower Kent Ridge Rd, Singapore 119077",10
10,,,cash,29/4/2019 15:05,823-6492 Dolor Avenue,15
22,,,cash,29/4/2019 15:16,"21 Lower Kent Ridge Rd, Singapore 119077",10
36,,,credit,29/4/2019 15:51,"21 Lower Kent Ridge Rd, Singapore 119077",10
17,,,cash,29/4/2019 16:00,"21 Lower Kent Ridge Rd, Singapore 119077",5
8,,,credit,29/4/2019 19:05,"21 Lower Kent Ridge Rd, Singapore 119077",10
34,,,cash,29/4/2019 19:18,"P.O. Box 712, 2846 Nascetur Ave",0
11,,,credit,29/4/2019 19:30,"5961 A, Street",0
20,,,credit,29/4/2019 20:40,"21 Lower Kent Ridge Rd, Singapore 119077",0
29,,,cash,29/4/2019 20:46,"21 Lower Kent Ridge Rd, Singapore 119077",10
1,,,cash,29/4/2019 21:17,"21 Lower Kent Ridge Rd, Singapore 119077",0
28,,,credit,29/4/2019 21:32,"21 Lower Kent Ridge Rd, Singapore 119077",0
26,,,cash,29/4/2019 21:53,"21 Lower Kent Ridge Rd, Singapore 119077",15
20,,,cash,30/4/2019 10:28,"21 Lower Kent Ridge Rd, Singapore 119077",15
40,,,cash,30/4/2019 10:29,"21 Lower Kent Ridge Rd, Singapore 119077",5
40,,,cash,30/4/2019 12:18,"21 Lower Kent Ridge Rd, Singapore 119077",10
29,,,credit,30/4/2019 12:34,"5961 A, Street",0
22,,,credit,30/4/2019 14:43,"21 Lower Kent Ridge Rd, Singapore 119077",5
27,,,cash,30/4/2019 15:30,"21 Lower Kent Ridge Rd, Singapore 119077",10
36,,,cash,30/4/2019 15:42,"21 Lower Kent Ridge Rd, Singapore 119077",0
6,,,credit,30/4/2019 17:32,"5961 A, Street",5
16,,,cash,30/4/2019 18:11,"P.O. Box 712, 2846 Nascetur Ave",5
29,,,cash,30/4/2019 18:31,823-6492 Dolor Avenue,5
38,,,credit,30/4/2019 18:33,"21 Lower Kent Ridge Rd, Singapore 119077",15
25,,,credit,30/4/2019 18:49,"21 Lower Kent Ridge Rd, Singapore 119077",10
37,,,credit,30/4/2019 20:58,"21 Lower Kent Ridge Rd, Singapore 119077",0
26,,,credit,30/4/2019 21:19,"21 Lower Kent Ridge Rd, Singapore 119077",5
28,,,credit,1/5/2019 10:01,"21 Lower Kent Ridge Rd, Singapore 119077",5
34,,,cash,1/5/2019 10:14,"21 Lower Kent Ridge Rd, Singapore 119077",0
11,,,cash,1/5/2019 10:33,"21 Lower Kent Ridge Rd, Singapore 119077",10
20,,,credit,1/5/2019 10:45,"21 Lower Kent Ridge Rd, Singapore 119077",0
3,,,cash,1/5/2019 11:40,"21 Lower Kent Ridge Rd, Singapore 119077",0
1,,,credit,1/5/2019 11:54,"21 Lower Kent Ridge Rd, Singapore 119077",5
31,,,credit,1/5/2019 13:10,"21 Lower Kent Ridge Rd, Singapore 119077",10
35,,,cash,1/5/2019 13:32,"21 Lower Kent Ridge Rd, Singapore 119077",0
2,,,credit,1/5/2019 14:04,"21 Lower Kent Ridge Rd, Singapore 119077",5
31,,,cash,1/5/2019 14:51,"21 Lower Kent Ridge Rd, Singapore 119077",5
38,,,cash,1/5/2019 15:22,"21 Lower Kent Ridge Rd, Singapore 119077",0
23,,,cash,1/5/2019 15:49,"21 Lower Kent Ridge Rd, Singapore 119077",0
27,,,cash,1/5/2019 16:11,"21 Lower Kent Ridge Rd, Singapore 119077",10
24,,,credit,1/5/2019 16:11,"P.O. Box 712, 2846 Nascetur Ave",5
2,,,credit,1/5/2019 19:44,"P.O. Box 712, 2846 Nascetur Ave",0
21,,,cash,1/5/2019 20:52,"21 Lower Kent Ridge Rd, Singapore 119077",15
1,,,cash,2/5/2019 10:40,823-6492 Dolor Avenue,0
16,,,cash,2/5/2019 11:33,"21 Lower Kent Ridge Rd, Singapore 119077",0
3,,,cash,2/5/2019 11:42,"21 Lower Kent Ridge Rd, Singapore 119077",0
9,,,cash,2/5/2019 12:13,"21 Lower Kent Ridge Rd, Singapore 119077",0
9,,,credit,2/5/2019 12:25,"P.O. Box 712, 2846 Nascetur Ave",0
2,,,credit,2/5/2019 12:39,823-6492 Dolor Avenue,0
6,,,cash,2/5/2019 13:04,"21 Lower Kent Ridge Rd, Singapore 119077",0
36,,,cash,2/5/2019 13:28,"21 Lower Kent Ridge Rd, Singapore 119077",15
34,,,credit,2/5/2019 14:15,"21 Lower Kent Ridge Rd, Singapore 119077",10
7,,,cash,2/5/2019 14:45,"21 Lower Kent Ridge Rd, Singapore 119077",0
10,,,credit,2/5/2019 14:50,"21 Lower Kent Ridge Rd, Singapore 119077",0
8,,,credit,2/5/2019 15:32,"21 Lower Kent Ridge Rd, Singapore 119077",0
6,,,cash,2/5/2019 15:37,"21 Lower Kent Ridge Rd, Singapore 119077",10
6,,,credit,2/5/2019 16:31,"5961 A, Street",0
20,,,cash,2/5/2019 16:35,"21 Lower Kent Ridge Rd, Singapore 119077",0
28,,,cash,2/5/2019 16:48,"P.O. Box 712, 2846 Nascetur Ave",0
11,,,credit,2/5/2019 17:02,"21 Lower Kent Ridge Rd, Singapore 119077",0
12,,,credit,2/5/2019 19:26,"21 Lower Kent Ridge Rd, Singapore 119077",0
5,,,credit,2/5/2019 19:44,"21 Lower Kent Ridge Rd, Singapore 119077",0
6,,,credit,2/5/2019 20:08,"P.O. Box 712, 2846 Nascetur Ave",0
12,,,credit,2/5/2019 20:38,"P.O. Box 712, 2846 Nascetur Ave",15
24,,,cash,2/5/2019 21:06,"21 Lower Kent Ridge Rd, Singapore 119077",0
30,,,credit,2/5/2019 21:08,"21 Lower Kent Ridge Rd, Singapore 119077",0
4,,,cash,2/5/2019 21:32,"5961 A, Street",0
2,,,cash,2/5/2019 21:36,"21 Lower Kent Ridge Rd, Singapore 119077",0
2,,,credit,2/5/2019 21:44,823-6492 Dolor Avenue,5
14,,,credit,3/5/2019 11:07,"21 Lower Kent Ridge Rd, Singapore 119077",0
13,,,credit,3/5/2019 11:41,"21 Lower Kent Ridge Rd, Singapore 119077",0
16,,,cash,4/5/2019 20:15,"21 Lower Kent Ridge Rd, Singapore 119077",0
15,,,cash,4/5/2019 20:39,"5961 A, Street",0
35,,,credit,5/5/2019 10:23,"21 Lower Kent Ridge Rd, Singapore 119077",0
37,,,credit,5/5/2019 10:44,"21 Lower Kent Ridge Rd, Singapore 119077",0
22,,,cash,5/5/2019 11:32,"21 Lower Kent Ridge Rd, Singapore 119077",0
38,,,cash,5/5/2019 11:39,"21 Lower Kent Ridge Rd, Singapore 119077",0
28,,,cash,5/5/2019 13:00,"P.O. Box 712, 2846 Nascetur Ave",0
34,,,credit,5/5/2019 14:26,"21 Lower Kent Ridge Rd, Singapore 119077",0
32,,,cash,5/5/2019 14:42,"5961 A, Street",0
36,,,credit,5/5/2019 15:35,"21 Lower Kent Ridge Rd, Singapore 119077",0
26,,,credit,5/5/2019 16:13,"21 Lower Kent Ridge Rd, Singapore 119077",0
33,,,credit,5/5/2019 16:33,"P.O. Box 712, 2846 Nascetur Ave",0
29,,,cash,5/5/2019 16:53,823-6492 Dolor Avenue,0
31,,,credit,5/5/2019 17:01,823-6492 Dolor Avenue,0
24,,,cash,5/5/2019 17:03,"21 Lower Kent Ridge Rd, Singapore 119077",0
19,,,cash,5/5/2019 17:10,"21 Lower Kent Ridge Rd, Singapore 119077",0
18,,,cash,5/5/2019 17:15,"21 Lower Kent Ridge Rd, Singapore 119077",0
27,,,credit,5/5/2019 18:15,"21 Lower Kent Ridge Rd, Singapore 119077",0
21,,,cash,5/5/2019 18:19,"21 Lower Kent Ridge Rd, Singapore 119077",0
25,,,cash,5/5/2019 19:18,"21 Lower Kent Ridge Rd, Singapore 119077",0
23,,,cash,5/5/2019 21:02,"5961 A, Street",0
17,,,cash,5/5/2019 21:10,"P.O. Box 712, 2846 Nascetur Ave",0
30,,,credit,5/5/2019 21:20,"5961 A, Street",0
20,,,credit,5/5/2019 21:52,"21 Lower Kent Ridge Rd, Singapore 119077",0
40,,,cash,6/5/2019 10:38,823-6492 Dolor Avenue,0
11,,,credit,6/5/2019 11:09,"21 Lower Kent Ridge Rd, Singapore 119077",0
6,,,cash,6/5/2019 12:34,823-6492 Dolor Avenue,0
1,,,credit,6/5/2019 13:52,"21 Lower Kent Ridge Rd, Singapore 119077",0
8,,,credit,6/5/2019 14:07,"5961 A, Street",0
3,,,credit,6/5/2019 14:10,"21 Lower Kent Ridge Rd, Singapore 119077",0
10,,,credit,6/5/2019 14:16,"21 Lower Kent Ridge Rd, Singapore 119077",0
9,,,cash,6/5/2019 15:17,"21 Lower Kent Ridge Rd, Singapore 119077",0
7,,,cash,6/5/2019 16:51,"21 Lower Kent Ridge Rd, Singapore 119077",0
2,,,cash,6/5/2019 18:06,823-6492 Dolor Avenue,0
12,,,credit,6/5/2019 18:06,"21 Lower Kent Ridge Rd, Singapore 119077",0
39,,,cash,6/5/2019 18:22,823-6492 Dolor Avenue,0
5,,,credit,6/5/2019 19:14,"21 Lower Kent Ridge Rd, Singapore 119077",0
4,,,credit,6/5/2019 20:14,"21 Lower Kent Ridge Rd, Singapore 119077",0
15,,,cash,6/5/2019 20:40,"21 Lower Kent Ridge Rd, Singapore 119077",0
14,,,cash,6/5/2019 21:04,"P.O. Box 712, 2846 Nascetur Ave",0
13,,,credit,6/5/2019 21:21,"21 Lower Kent Ridge Rd, Singapore 119077",0
16,,,cash,7/5/2019 11:36,"21 Lower Kent Ridge Rd, Singapore 119077",0
17,,,cash,7/5/2019 15:36,"21 Lower Kent Ridge Rd, Singapore 119077",0
18,,,credit,7/5/2019 21:56,"21 Lower Kent Ridge Rd, Singapore 119077",0
19,,,cash,8/5/2019 11:30,"5961 A, Street",0
26,,,credit,8/5/2019 11:56,"21 Lower Kent Ridge Rd, Singapore 119077",0
32,,,cash,8/5/2019 13:06,"21 Lower Kent Ridge Rd, Singapore 119077",0
27,,,credit,8/5/2019 14:18,"21 Lower Kent Ridge Rd, Singapore 119077",0
34,,,cash,8/5/2019 14:44,"21 Lower Kent Ridge Rd, Singapore 119077",0
24,,,cash,8/5/2019 15:09,"21 Lower Kent Ridge Rd, Singapore 119077",0
31,,,cash,8/5/2019 15:13,"21 Lower Kent Ridge Rd, Singapore 119077",0
28,,,credit,8/5/2019 16:43,"21 Lower Kent Ridge Rd, Singapore 119077",0
33,,,cash,8/5/2019 16:53,"21 Lower Kent Ridge Rd, Singapore 119077",0
30,,,credit,8/5/2019 17:18,"21 Lower Kent Ridge Rd, Singapore 119077",0
23,,,cash,8/5/2019 17:52,823-6492 Dolor Avenue,0
20,,,cash,8/5/2019 17:57,"21 Lower Kent Ridge Rd, Singapore 119077",0
25,,,credit,8/5/2019 18:08,"21 Lower Kent Ridge Rd, Singapore 119077",0
22,,,cash,8/5/2019 19:03,"21 Lower Kent Ridge Rd, Singapore 119077",0
21,,,credit,8/5/2019 19:24,"21 Lower Kent Ridge Rd, Singapore 119077",0
29,,,cash,8/5/2019 20:43,"P.O. Box 712, 2846 Nascetur Ave",0
39,,,credit,9/5/2019 10:45,"21 Lower Kent Ridge Rd, Singapore 119077",0
40,,,credit,9/5/2019 11:17,"21 Lower Kent Ridge Rd, Singapore 119077",0
35,,,cash,9/5/2019 11:21,"P.O. Box 712, 2846 Nascetur Ave",0
38,,,credit,9/5/2019 11:36,"P.O. Box 712, 2846 Nascetur Ave",0
17,,,cash,9/5/2019 13:06,"P.O. Box 712, 2846 Nascetur Ave",0
37,,,credit,9/5/2019 14:26,"P.O. Box 712, 2846 Nascetur Ave",0
36,,,cash,9/5/2019 15:34,"21 Lower Kent Ridge Rd, Singapore 119077",0
25,,,cash,9/5/2019 17:05,"21 Lower Kent Ridge Rd, Singapore 119077",0
23,,,cash,9/5/2019 20:04,"5961 A, Street",0
12,,,cash,9/5/2019 21:12,"21 Lower Kent Ridge Rd, Singapore 119077",0
15,,,cash,10/5/2019 13:11,"21 Lower Kent Ridge Rd, Singapore 119077",0
29,,,cash,10/5/2019 13:24,"5961 A, Street",0
2,,,credit,10/5/2019 14:16,"5961 A, Street",0
5,,,credit,10/5/2019 15:13,823-6492 Dolor Avenue,0
32,,,credit,10/5/2019 16:13,"21 Lower Kent Ridge Rd, Singapore 119077",0
25,,,credit,10/5/2019 17:19,"21 Lower Kent Ridge Rd, Singapore 119077",0
30,,,credit,10/5/2019 19:42,"21 Lower Kent Ridge Rd, Singapore 119077",0
11,,,credit,11/5/2019 11:16,5744 Blandit Rd.,0
2,,,credit,11/5/2019 11:39,977-7074 Ultricies Av.,0
21,,,credit,11/5/2019 11:51,Ap #833-4861 Nec Av.,0
25,,,credit,11/5/2019 12:05,"21 Lower Kent Ridge Rd, Singapore 119077",0
15,,,credit,11/5/2019 13:03,Ap #728-453 Pede. Rd.,0
10,,,cash,11/5/2019 14:18,5146 Nunc Street,0
18,,,cash,11/5/2019 15:01,5832 Ultrices. Rd.,0
34,,,cash,11/5/2019 16:36,457-9638 Dui Ave,0
9,,,credit,11/5/2019 19:57,945-9810 Nunc St.,0
29,,,cash,11/5/2019 21:43,970-8448 Adipiscing St.,0
1,,,credit,12/5/2019 10:52,"P.O. Box 849, 8351 Faucibus Street",0
32,,,credit,12/5/2019 11:07,"Ap #663-3202 Vestibulum, Rd.",0
20,,,credit,12/5/2019 11:08,4457 Nunc Road,0
2,,,cash,12/5/2019 11:14,"P.O. Box 417, 1468 Malesuada Rd.",0
35,,,credit,12/5/2019 14:02,346-1077 Lobortis Rd.,0
38,,,cash,12/5/2019 14:05,Ap #543-2935 Convallis St.,0
1,,,cash,12/5/2019 14:50,"P.O. Box 421, 3646 At, Ave",0
3,,,credit,12/5/2019 15:23,"P.O. Box 557, 5271 Magna. Street",0
15,,,cash,12/5/2019 16:44,"P.O. Box 998, 5325 Nam Street",0
15,,,credit,12/5/2019 16:51,"887-1728 Eu, Road",0
6,,,credit,12/5/2019 16:56,Ap #447-6490 Lorem Road,0
11,,,credit,12/5/2019 16:59,"8388 Vel, Ave",0
24,,,cash,12/5/2019 17:07,"P.O. Box 408, 2355 Risus. St.",0
12,,,cash,12/5/2019 17:10,631-8790 Eget Rd.,0
6,,,credit,12/5/2019 17:35,"P.O. Box 302, 3075 Duis Rd.",0
29,,,credit,12/5/2019 19:10,"4575 Non, Ave",0
32,,,cash,12/5/2019 19:50,602-1673 Turpis Ave,0
23,,,cash,12/5/2019 20:06,9379 Mi. Road,0
13,,,cash,12/5/2019 20:24,Ap #782-7191 Sodales Road,0
13,,,credit,12/5/2019 20:52,"P.O. Box 518, 6204 Sed St.",0
12,,,cash,12/5/2019 21:27,8976 Sem St.,0
24,,,cash,13/5/2019 10:07,"447-5330 At, Rd.",0
9,,,credit,13/5/2019 10:25,"P.O. Box 191, 224 Odio. Av.",0
18,,,cash,13/5/2019 10:47,632-7189 Eu Rd.,0
24,,,credit,13/5/2019 10:50,278-5647 Natoque Av.,0
14,,,cash,13/5/2019 10:57,"P.O. Box 673, 3471 Maecenas Ave",0
40,,,credit,13/5/2019 11:17,Ap #432-2484 Commodo Ave,0
5,,,cash,13/5/2019 11:58,"691-6044 Cursus, St.",0
25,,,credit,13/5/2019 12:45,6990 Nisl. St.,0
2,,,cash,13/5/2019 12:54,604-5189 Egestas St.,0
9,,,cash,13/5/2019 13:15,Ap #853-5901 Libero Ave,0
25,,,cash,13/5/2019 13:16,378-6365 Orci Rd.,0
20,,,cash,13/5/2019 13:27,"P.O. Box 525, 7112 Ac Avenue",0
17,,,credit,13/5/2019 13:58,Ap #255-603 Scelerisque Rd.,5
32,,,cash,13/5/2019 14:29,"P.O. Box 531, 5732 Odio. Road",0
36,,,cash,13/5/2019 14:38,Ap #149-6739 Nulla. Rd.,0
28,,,credit,13/5/2019 14:42,855-7175 Vulputate Avenue,15
40,,,credit,13/5/2019 15:54,"P.O. Box 958, 3834 Ullamcorper Rd.",0
31,,,credit,13/5/2019 16:15,401-4993 Egestas Rd.,0
5,,,cash,13/5/2019 16:16,"P.O. Box 516, 1293 Ultricies Ave",0
11,,,credit,13/5/2019 16:26,Ap #106-9714 Turpis Rd.,0
10,,,credit,13/5/2019 16:43,"P.O. Box 665, 4358 Et Road",10
22,,,cash,13/5/2019 17:20,"P.O. Box 371, 9101 Arcu Av.",0
6,,,cash,13/5/2019 18:21,479-704 Vitae Road,0
2,,,cash,13/5/2019 20:04,"P.O. Box 911, 8839 Tellus. Rd.",0
1,,,credit,13/5/2019 20:58,"P.O. Box 885, 383 Elit, Rd.",0
